ep,temp,t_real,checks
1118630,8.23,178,1:36.0
1118637,8.23,199,1:134.0
1118756,8.23,4,0:4.0
1118762,8.23,2,1:8.0;2:8.0;3:8.0
1118801,8.23,23,1:16.0
1119020,8.23,22,3:48.0
1119080,8.23,2,0:4.0
1119086,8.23,34,1:8.0
1119100,8.23,25,1:36.0
1119104,8.23,8,0:4.0;1:4.0;2:20.0
1119134,8.23,8,1:8.0
1119164,8.23,29,3:18.0
1119180,8.23,2,0:4.0
1119224,8.23,25,1:36.0
1119269,8.23,23,1:16.0
1119303,8.23,11,1:12.0;2:12.0
1119350,8.23,4,1:12.0;2:12.0;3:12.0
1119391,8.23,11,1:16.0
1119442,8.23,198,1:16.0;2:16.0
1119528,8.23,4,1:8.0
1119546,8.23,10,2:24.0
1119636,8.23,33,1:28.0
1119690,8.23,196,1:106.0
1119708,8.23,52,2:108.0
1119743,8.23,199,1:22.0
1119831,8.23,19,1:8.0
1119872,8.23,2,0:4.0
1119894,8.23,46,3:96.0
1119902,8.23,187,3:72.0
1119926,8.23,38,2:80.0
1119954,8.23,4,1:8.0
1120007,8.23,7,1:8.0
1120158,8.23,11,3:26.0
1120160,8.23,4,2:12.0
1120208,8.23,38,3:80.0
1120236,8.23,58,1:20.0;2:20.0
1120237,8.23,97,1:28.0
1120242,8.23,52,3:108.0
1120334,8.23,19,2:42.0
1120552,8.23,30,3:64.0
1120554,8.23,2,1:8.0;2:8.0
1120658,8.23,2,0:4.0;1:4.0
1120712,8.23,2,0:4.0;2:8.0
1120750,8.23,2,1:8.0;2:8.0;3:8.0
1120779,8.23,7,1:4.0
1120798,8.23,6,0:4.0
1120888,8.23,3,1:10.0;2:10.0;3:10.0
1120912,8.23,28,0:4.0;3:20.0
1121034,8.23,2,0:4.0
1121046,8.23,10,0:4.0
1121086,8.22,124,1:28.0
1121122,8.22,43,2:90.0
1121124,8.22,28,2:60.0
1121141,8.22,3,1:4.0
1121174,8.22,2,1:8.0
1121202,8.22,2,0:4.0
1121206,8.22,22,3:48.0
1121246,8.22,13,2:30.0
1121288,8.22,4,0:4.0
1121303,8.22,26,1:22.0
1121308,8.22,12,0:4.0
1121418,8.22,4,1:12.0
1121428,8.22,2,0:4.0
1121552,8.22,30,3:64.0
1121564,8.22,33,2:70.0
1121646,8.22,25,1:36.0
1121648,8.22,133,3:270.0
1121704,8.22,18,3:40.0
1121788,8.22,4,0:4.0
1121804,8.22,33,2:70.0
1121882,8.22,124,1:28.0
1121886,8.22,16,1:36.0;2:36.0;3:36.0
1121948,8.22,4,1:12.0;2:12.0;3:12.0
1122004,8.22,22,1:16.0;2:16.0
1122006,8.22,3,0:4.0
1122044,8.22,3,0:4.0
1122094,8.22,198,2:72.0
1122185,8.22,29,1:12.0
1122196,8.22,14,2:32.0
1122274,8.22,40,3:84.0
1122320,8.22,13,3:30.0
1122342,8.22,10,2:24.0
1122350,8.22,13,2:30.0
1122387,8.22,199,1:4.0
1122398,8.22,35,3:74.0
1122468,8.22,78,2:160.0
1122506,8.22,10,2:24.0
1122540,8.22,2,0:4.0
1122582,8.22,33,2:70.0
1122584,8.22,22,3:48.0
1122652,8.22,10,2:24.0
1122656,8.22,38,3:80.0
1122688,8.22,65,3:134.0
1122756,8.22,16,3:36.0
1122940,8.22,7,1:12.0;2:12.0
1123016,8.22,102,1:8.0
1123026,8.22,76,1:20.0
1123040,8.22,8,2:20.0
1123090,8.22,3,0:4.0
1123094,8.22,198,2:42.0
1123122,8.22,6,0:4.0
1123156,8.22,2,0:4.0
1123212,8.22,128,3:260.0
1123255,8.22,4,1:4.0
1123258,8.22,18,2:40.0
1123336,8.22,82,3:168.0
1123378,8.22,2,0:4.0
1123384,8.22,4,1:8.0
1123410,8.22,2,0:4.0
1123420,8.22,33,2:70.0
1123528,8.22,6,0:4.0
1123605,8.22,3,1:4.0
1123638,8.22,16,0:4.0
1123651,8.22,5,1:4.0;2:4.0
1123676,8.22,18,1:20.0
1123720,8.22,28,3:60.0
1123742,8.22,20,3:44.0
1123752,8.22,18,1:20.0
1123760,8.22,5,1:10.0;2:10.0
1123768,8.22,4,1:12.0
1123788,8.22,18,2:40.0
1123816,8.22,26,2:56.0
1123950,8.22,18,0:4.0;3:12.0
1123953,8.22,7,1:8.0
1123960,8.22,6,0:4.0;2:16.0
1124016,8.22,6,0:4.0
1124032,8.22,10,3:24.0
1124071,8.22,199,1:40.0
1124096,8.22,22,1:12.0;3:48.0
1124198,8.22,20,3:44.0
1124252,8.22,4,1:8.0
1124274,8.22,38,1:20.0
1124300,8.22,6,0:4.0
1124345,8.22,4,1:4.0
1124352,8.22,4,1:12.0;2:12.0;3:12.0
1124374,8.22,3,0:4.0
1124387,8.22,9,1:4.0
1124410,8.22,6,1:16.0;2:16.0;3:16.0
1124464,8.22,34,2:72.0
1124598,8.22,2,0:4.0
1124692,8.22,4,1:8.0
1124764,8.22,185,2:42.0;3:374.0
1124845,8.22,9,1:4.0
1124884,8.22,25,1:36.0
1124908,8.22,48,2:100.0
1124917,8.22,199,1:12.0
1124929,8.22,11,1:16.0
1124941,8.22,43,1:22.0
1124958,8.22,6,0:4.0
1124972,8.22,6,0:4.0
1125008,8.22,14,1:8.0
1125026,8.22,19,1:28.0;2:28.0;3:42.0
1125028,8.22,62,3:128.0
1125154,8.22,4,0:4.0
1125194,8.22,154,3:104.0
1125232,8.22,68,2:140.0
1125260,8.22,8,0:4.0;2:20.0
1125286,8.22,2,0:4.0
1125338,8.22,8,0:4.0;2:20.0
1125402,8.22,8,1:8.0;2:8.0
1125430,8.22,19,1:28.0;2:28.0
1125458,8.22,19,1:28.0
1125508,8.22,3,1:10.0;2:10.0;3:10.0
1125516,8.22,8,1:20.0;2:20.0;3:20.0
1125524,8.22,33,2:70.0
1125597,8.22,4,1:10.0
1125626,8.22,8,0:4.0
1125635,8.22,3,1:4.0
1125644,8.22,25,3:54.0
1125704,8.22,34,2:72.0
1125730,8.22,16,1:36.0;2:36.0;3:36.0
1125765,8.22,3,1:4.0;2:4.0
1125780,8.22,2,1:8.0;2:8.0;3:8.0
1125788,8.22,12,1:28.0;2:28.0;3:28.0
1125926,8.22,23,2:50.0
1125953,8.22,199,1:22.0
1125976,8.22,12,0:4.0
1126000,8.22,29,3:62.0
1126018,8.22,3,0:4.0
1126117,8.22,79,1:40.0
1126134,8.22,35,3:74.0
1126157,8.22,199,1:10.0
1126238,8.22,6,1:16.0;2:16.0;3:16.0
1126376,8.22,22,3:48.0
1126440,8.22,4,1:8.0
1126442,8.22,25,2:54.0
1126460,8.22,33,2:70.0
1126514,8.22,38,3:80.0
1126550,8.22,8,2:14.0;3:20.0
1126564,8.22,12,0:4.0
1126624,8.22,26,2:56.0
1126642,8.22,33,2:70.0
1126658,8.22,5,1:10.0;2:10.0
1126672,8.22,4,1:8.0
1126704,8.22,2,0:4.0
1126734,8.22,4,1:12.0
1126762,8.22,18,1:20.0
1126775,8.22,199,1:4.0
1126834,8.22,2,1:8.0
1126880,8.22,3,0:4.0
1126926,8.22,7,1:12.0;2:12.0
1127100,8.22,16,3:36.0
1127102,8.22,18,2:40.0
1127158,8.22,7,3:18.0
1127162,8.22,34,3:72.0
1127176,8.22,2,0:4.0
1127184,8.22,138,3:280.0
1127221,8.22,11,1:8.0
1127245,8.22,98,1:22.0
1127284,8.22,10,1:16.0;2:16.0
1127318,8.22,10,0:4.0;3:24.0
1127330,8.22,32,2:68.0
1127376,8.21,4,0:4.0
1127408,8.21,19,1:28.0
1127415,8.21,39,1:16.0
1127423,8.21,8,1:12.0
1127444,8.21,6,0:4.0
1127520,8.21,61,3:126.0
1127544,8.21,10,3:24.0
1127677,8.21,199,1:4.0
1127730,8.21,10,1:10.0
1127734,8.21,38,1:36.0
1127811,8.21,27,1:28.0;2:28.0
1127860,8.21,3,0:4.0
1127890,8.21,8,0:4.0
1127909,8.21,183,1:22.0
1127942,8.21,2,0:4.0;2:8.0
1127986,8.21,13,1:20.0
1128000,8.21,4,1:8.0
1128008,8.21,4,1:8.0
1128044,8.21,2,0:4.0
1128126,8.21,8,0:4.0
1128162,8.21,0,0:4.0;1:4.0
1128182,8.21,8,2:20.0
1128185,8.21,1,1:4.0
1128188,8.21,2,0:4.0;1:4.0
1128208,8.21,4,0:4.0
1128224,8.21,30,2:64.0
1128251,8.21,9,1:10.0
1128254,8.21,7,3:18.0
1128436,8.21,28,3:60.0
1128438,8.21,22,1:16.0
1128495,8.21,199,1:8.0
1128528,8.21,198,2:40.0
1128580,8.21,3,0:4.0
1128594,8.21,48,3:100.0
1128609,8.21,199,1:4.0
1128634,8.21,35,3:74.0
1128650,8.21,61,3:126.0
1128655,8.21,3,1:4.0
1128704,8.21,4,0:4.0
1128748,8.21,25,1:36.0
1128756,8.21,25,2:54.0
1128838,8.21,22,2:48.0
1128878,8.21,2,0:4.0
1128902,8.21,2,0:4.0
1128924,8.21,198,3:60.0
1128934,8.21,6,1:16.0;2:16.0;3:16.0
1128946,8.21,2,1:8.0;2:8.0;3:8.0
1128999,8.21,19,1:8.0
1129026,8.21,3,0:4.0
1129066,8.21,38,3:80.0
1129070,8.21,30,1:16.0
1129130,8.21,28,3:60.0
1129173,8.21,41,1:12.0
1129188,8.21,3,0:4.0
1129218,8.21,6,0:4.0
1129241,8.21,4,1:4.0
1129330,8.21,19,2:42.0
1129336,8.21,2,0:4.0;1:4.0;2:4.0
1129342,8.21,28,3:60.0
1129392,8.21,5,1:10.0
1129414,8.21,19,1:28.0
1129448,8.21,3,0:4.0
1129498,8.21,5,0:4.0;3:14.0
1129548,8.21,154,3:104.0
1129568,8.21,6,0:4.0
1129684,8.21,34,1:36.0
1129692,8.21,8,0:4.0
1129851,8.21,199,1:22.0
1129891,8.21,8,1:12.0
1129928,8.21,11,1:26.0
1129968,8.21,4,1:8.0
1130084,8.21,13,1:20.0;2:20.0
1130124,8.21,34,1:36.0
1130225,8.21,17,1:4.0
1130234,8.21,4,0:4.0;2:12.0
1130254,8.21,10,1:12.0
1130288,8.21,2,0:4.0;1:4.0;2:4.0
1130400,8.21,4,1:12.0;2:12.0;3:12.0
1130431,8.21,4,1:4.0
1130464,8.21,3,0:4.0
1130468,8.21,16,1:36.0;2:36.0;3:36.0
1130518,8.21,22,3:48.0
1130538,8.21,20,3:44.0
1130539,8.21,3,1:4.0
1130550,8.21,8,0:4.0
1130566,8.21,6,1:8.0
1130585,8.21,98,1:22.0
1130587,8.21,13,1:4.0
1130658,8.21,6,0:4.0
1130742,8.21,5,1:10.0;2:10.0
1130764,8.21,3,1:10.0
1130797,8.21,11,1:8.0
1130808,8.21,6,1:16.0;2:16.0
1131043,8.21,5,1:4.0
1131047,8.21,32,1:22.0
1131050,8.21,52,1:36.0
1131071,8.21,17,1:4.0
1131086,8.21,7,1:12.0
1131109,8.21,199,1:40.0
1131112,8.21,23,0:4.0;2:16.0
1131120,8.21,18,1:20.0
1131136,8.21,8,0:4.0
1131146,8.21,142,2:144.0;3:288.0
1131313,8.21,69,1:28.0
1131314,8.21,16,0:4.0
1131416,8.21,198,2:170.0
1131440,8.21,3,0:4.0
1131522,8.21,3,0:4.0
1131556,8.21,2,1:8.0
1131592,8.21,146,2:108.0;3:296.0
1131596,8.21,2,0:4.0
1131611,8.21,5,1:8.0
1131630,8.21,7,1:8.0;3:18.0
1131700,8.21,26,2:56.0
1131737,8.21,199,1:10.0
1131830,8.21,8,1:20.0;2:20.0;3:20.0
1131838,8.21,28,3:60.0
1131872,8.21,2,0:4.0
1131898,8.21,12,0:4.0
1132050,8.21,2,1:8.0;2:8.0
1132062,8.21,2,1:8.0
1132085,8.21,7,1:4.0
1132114,8.21,10,1:8.0
1132172,8.21,3,0:4.0
1132194,8.21,3,0:4.0
1132284,8.21,4,0:4.0
1132309,8.21,54,1:22.0
1132329,8.21,7,1:4.0
1132388,8.21,16,1:12.0
1132466,8.21,0,0:4.0;1:4.0;2:4.0;3:4.0
1132506,8.21,4,2:12.0
1132530,8.21,3,0:4.0
1132562,8.21,2,1:8.0;2:8.0;3:8.0
1132618,8.21,2,0:4.0;1:4.0
1132726,8.21,13,0:4.0;3:30.0
1132884,8.21,54,2:112.0
1132901,8.21,199,1:4.0
1132924,8.21,5,1:10.0;3:14.0
1132956,8.21,92,2:36.0
1132995,8.21,199,1:16.0
1133004,8.21,2,0:4.0
1133094,8.21,5,1:10.0
1133110,8.21,2,0:4.0
1133112,8.21,7,1:12.0;2:12.0
1133124,8.21,8,2:20.0
1133130,8.21,2,0:4.0
1133155,8.21,9,1:4.0
1133186,8.21,22,3:48.0
1133228,8.21,6,1:16.0
1133263,8.21,1,1:4.0
1133304,8.21,160,2:324.0
1133327,8.21,199,1:8.0
1133374,8.21,8,2:20.0
1133384,8.21,13,3:30.0
1133467,8.21,9,1:4.0
1133488,8.21,18,2:40.0
1133506,8.21,16,1:36.0;2:36.0;3:36.0
1133516,8.21,33,1:28.0
1133518,8.21,2,0:4.0
1133582,8.21,13,1:20.0
1133600,8.21,65,1:36.0
1133614,8.21,18,1:20.0;2:20.0
1133631,8.21,19,1:8.0
1133652,8.21,2,0:4.0
1133660,8.21,12,0:4.0
1133672,8.21,3,0:4.0
1133830,8.20,30,3:64.0
1133861,8.20,38,1:4.0
1133880,8.20,4,1:8.0
1133892,8.20,3,0:4.0
1133918,8.20,123,3:250.0
1133996,8.20,70,1:36.0
1134008,8.20,88,2:180.0
1134014,8.20,14,2:32.0
1134036,8.20,23,1:20.0
1134072,8.20,198,0:4.0;1:4.0
1134074,8.20,25,1:36.0
1134118,8.20,3,1:10.0;2:10.0;3:10.0
1134170,8.20,198,2:48.0
1134189,8.20,17,1:4.0
1134231,8.20,31,1:16.0
1134276,8.20,2,0:4.0
1134284,8.20,38,3:80.0
1134302,8.20,58,2:20.0
1134351,8.20,199,1:4.0
1134482,8.20,43,1:36.0
1134509,8.20,34,1:14.0
1134512,8.20,6,1:8.0;2:16.0
1134932,8.20,2,0:4.0;1:4.0;2:4.0
1135056,8.20,6,0:4.0
1135065,8.20,19,1:8.0
1135174,8.20,12,0:4.0
1135194,8.20,68,1:20.0
1135199,8.20,27,1:8.0
1135362,8.20,82,3:168.0
1135402,8.20,2,1:8.0
1135403,8.20,11,1:16.0
1135494,8.20,103,1:28.0;2:28.0
1135512,8.20,13,3:30.0
1135524,8.20,147,2:20.0;3:50.0
1135640,8.20,160,2:108.0
1135652,8.20,22,2:24.0;3:48.0
1135754,8.20,73,3:150.0
1135760,8.20,198,2:120.0
1135804,8.20,48,2:100.0
1135826,8.20,4,1:8.0;2:8.0
1135828,8.20,33,1:28.0
1135874,8.20,25,1:36.0
1135903,8.20,9,1:4.0
1135970,8.20,58,3:120.0
1136058,8.20,26,2:56.0
1136060,8.20,18,1:16.0
1136062,8.20,3,0:4.0;2:10.0
1136073,8.20,13,1:28.0;2:28.0
1136138,8.20,14,2:32.0
1136158,8.20,19,2:42.0
1136162,8.20,198,3:96.0
1136173,8.20,1,1:4.0
1136178,8.20,20,3:44.0
1136205,8.20,3,1:4.0
1136277,8.20,4,1:4.0
1136310,8.20,12,1:28.0;2:28.0
1136360,8.20,40,2:84.0
1136370,8.20,0,0:4.0;1:4.0;2:4.0;3:4.0
1136434,8.20,6,0:4.0
1136552,8.20,33,1:28.0
1136570,8.20,8,1:20.0
1136602,8.20,2,0:4.0
1136638,8.20,113,2:30.0
1136642,8.20,14,1:16.0;2:16.0
1136676,8.20,62,2:64.0;3:128.0
1136680,8.20,100,3:48.0
1136705,8.20,23,1:12.0
1136786,8.20,10,2:24.0
1136814,8.20,18,2:40.0
1136864,8.20,4,0:4.0;1:4.0
1136913,8.20,9,1:4.0
1136977,8.20,199,1:8.0
1136980,8.20,7,2:12.0;3:18.0
1136988,8.20,0,0:4.0;1:4.0;2:4.0
1137014,8.20,198,3:210.0
1137026,8.20,7,3:18.0
1137042,8.20,6,0:4.0;2:16.0
1137082,8.20,32,1:34.0
1137116,8.20,2,0:4.0
1137130,8.20,4,0:4.0
1137133,8.20,6,1:10.0
1137202,8.20,10,3:24.0
1137254,8.20,6,1:8.0
1137258,8.20,16,0:4.0
1137280,8.20,198,0:4.0
1137284,8.20,16,0:4.0
1137290,8.20,88,2:180.0
1137296,8.20,22,3:48.0
1137316,8.20,10,3:24.0
1137331,8.20,9,1:4.0
1137332,8.20,2,1:8.0
1137354,8.20,16,1:12.0
1137390,8.20,2,0:4.0
1137475,8.20,199,1:28.0
1137494,8.20,13,2:30.0
1137542,8.20,8,2:20.0
1137556,8.20,4,1:8.0;2:8.0
1137561,8.20,97,1:28.0
1137598,8.20,12,1:28.0
1137760,8.20,2,0:4.0
1137772,8.20,2,0:4.0
1137886,8.20,10,1:8.0
1137905,8.20,76,1:22.0;2:22.0
1137956,8.20,3,0:4.0
1137996,8.20,12,1:28.0;2:28.0;3:28.0
1138066,8.20,37,1:26.0
1138105,8.20,7,1:4.0
1138113,8.20,69,1:28.0
1138196,8.20,19,1:28.0;2:28.0
1138290,8.20,4,2:12.0
1138292,8.20,8,0:4.0
1138328,8.20,13,3:30.0
1138371,8.20,32,1:22.0
1138383,8.20,127,1:16.0
1138466,8.20,68,2:140.0
1138492,8.20,58,2:80.0;3:120.0
1138518,8.20,58,2:40.0;3:120.0
1138589,8.20,14,1:10.0
1138670,8.20,2,0:4.0
1138710,8.20,82,3:168.0
1138731,8.20,69,1:28.0
1138733,8.20,27,1:8.0
1138852,8.20,4,1:8.0
1138868,8.20,2,0:4.0;1:4.0
1138872,8.20,2,0:4.0
1138928,8.20,2,1:8.0
1138953,8.20,5,1:8.0
1138956,8.20,35,3:74.0
1138966,8.20,4,0:4.0
1139017,8.20,6,1:10.0
1139080,8.20,88,3:36.0
1139128,8.20,19,1:28.0
1139149,8.20,5,1:8.0
1139206,8.20,28,3:60.0
1139212,8.20,13,1:20.0;2:20.0
1139253,8.20,27,1:28.0
1139298,8.20,2,1:8.0;2:8.0;3:8.0
1139358,8.20,4,0:4.0
1139359,8.20,15,1:22.0
1139386,8.20,161,1:28.0
1139394,8.20,94,3:192.0
1139433,8.20,11,1:12.0
1139446,8.20,3,0:4.0
1139534,8.20,65,3:134.0
1139549,8.20,17,1:4.0
1139654,8.20,14,2:32.0
1139806,8.20,10,2:24.0
1139816,8.20,6,1:16.0;2:16.0;3:16.0
1139840,8.20,23,1:20.0
1139906,8.20,6,1:16.0;2:16.0
1139951,8.20,8,1:12.0
1140036,8.19,18,1:16.0
1140080,8.19,23,1:20.0
1140085,8.19,54,1:22.0
1140126,8.19,8,2:20.0
1140154,8.19,34,2:72.0
1140165,8.19,4,1:10.0
1140186,8.19,0,0:4.0;1:4.0;2:4.0;3:4.0
1140196,8.19,40,3:84.0
1140208,8.19,13,1:20.0
1140245,8.19,44,1:10.0
1140268,8.19,6,0:4.0
1140342,8.19,30,2:64.0
1140440,8.19,8,0:4.0
1140618,8.19,4,0:4.0
1140720,8.19,7,3:18.0
1140812,8.19,3,0:4.0
1140820,8.19,2,0:4.0
1140829,8.19,5,1:8.0
1140903,8.19,13,1:28.0
1140912,8.19,28,2:60.0
1140914,8.19,2,0:4.0
1140932,8.19,7,1:12.0;2:12.0
1140987,8.19,23,1:16.0
1140995,8.19,3,1:4.0
1140996,8.19,13,2:30.0
1141025,8.19,111,1:28.0;2:28.0
1141054,8.19,10,1:8.0;2:8.0
1141104,8.19,46,0:4.0;1:4.0
1141116,8.19,40,2:84.0
1141138,8.19,8,1:8.0
1141184,8.19,2,0:4.0
1141264,8.19,4,0:4.0;3:12.0
1141384,8.19,28,3:60.0
1141390,8.19,3,1:10.0
1141396,8.19,10,1:16.0
1141444,8.19,18,2:40.0
1141446,8.19,40,2:84.0
1141609,8.19,17,1:4.0
1141711,8.19,92,1:124.0
1141760,8.19,6,1:16.0
1141792,8.19,8,1:20.0
1141802,8.19,13,1:20.0
1141918,8.19,2,0:4.0
1142001,8.19,7,1:16.0
1142019,8.19,1,1:4.0
1142025,8.19,14,1:12.0
1142060,8.19,52,1:36.0
1142092,8.19,198,2:184.0
1142110,8.19,6,1:16.0;2:16.0;3:16.0
1142210,8.19,2,1:8.0
1142216,8.19,4,2:12.0
1142230,8.19,8,2:20.0
1142240,8.19,2,1:8.0;2:8.0;3:8.0
1142260,8.19,14,2:32.0
1142282,8.19,60,3:124.0
1142350,8.19,25,1:20.0;3:54.0
1142351,8.19,9,1:4.0
1142380,8.19,38,2:80.0
1142394,8.19,4,1:8.0
1142396,8.19,6,1:8.0
1142476,8.19,13,2:30.0
1142478,8.19,2,0:4.0;1:4.0
1142496,8.19,28,1:20.0
1142547,8.19,1,1:4.0
1142606,8.19,2,0:4.0;1:4.0;2:4.0
1142639,8.19,26,1:22.0
1142862,8.19,3,0:4.0
1142876,8.19,26,1:28.0
1142906,8.19,7,3:18.0
1142926,8.19,18,2:40.0
1142952,8.19,18,2:40.0
1142988,8.19,2,0:4.0
1142996,8.19,28,3:60.0
1143020,8.19,2,0:4.0
1143047,8.19,7,1:16.0
1143068,8.19,19,2:42.0
1143087,8.19,27,1:8.0
1143127,8.19,199,1:4.0
1143162,8.19,34,2:72.0
1143172,8.19,12,1:28.0;2:28.0
1143230,8.19,6,2:16.0
1143250,8.19,3,0:4.0
1143264,8.19,54,1:16.0;2:16.0
1143480,8.19,12,0:4.0
1143496,8.19,13,1:20.0
1143571,8.19,17,1:4.0
1143578,8.19,3,1:10.0;2:10.0;3:10.0
1143622,8.19,16,1:36.0;2:36.0;3:36.0
1143628,8.19,3,1:10.0;2:10.0
1143642,8.19,30,2:64.0
1143696,8.19,3,0:4.0
1143754,8.19,16,1:36.0
1143824,8.19,4,0:4.0
1143878,8.19,11,1:12.0
1143892,8.19,6,0:4.0
1143894,8.19,7,1:8.0
1143934,8.19,2,0:4.0;1:4.0;2:4.0
1143958,8.19,28,3:60.0
1144024,8.19,0,0:4.0;1:4.0;2:4.0;3:4.0
1144042,8.19,6,0:4.0
1144048,8.19,2,0:4.0
1144090,8.19,16,3:36.0
1144108,8.19,16,0:4.0
1144112,8.19,8,1:20.0;2:20.0
1144176,8.19,3,0:4.0
1144184,8.19,18,2:40.0
1144200,8.19,2,1:8.0;2:8.0;3:8.0
1144222,8.19,7,1:12.0
1144224,8.19,12,0:4.0;2:28.0
1144250,8.19,13,1:12.0
1144292,8.19,2,1:8.0;2:8.0;3:8.0
1144340,8.19,40,1:28.0
1144417,8.19,17,1:4.0
1144454,8.19,6,0:4.0
1144478,8.19,4,0:4.0
1144485,8.19,3,1:8.0;2:8.0
1144502,8.19,26,2:56.0
1144522,8.19,2,0:4.0
1144592,8.19,6,0:4.0
1144698,8.19,190,2:32.0;3:128.0
1144700,8.19,0,0:4.0;1:4.0
1144790,8.19,34,2:72.0
1144906,8.19,5,0:4.0
1144920,8.19,2,1:8.0;2:8.0;3:8.0
1144975,8.19,98,1:22.0
1144983,8.19,19,1:8.0
1145000,8.19,4,0:4.0;2:12.0
1145027,8.19,3,1:4.0
1145046,8.19,30,1:16.0
1145060,8.19,19,0:4.0;3:14.0
1145189,8.19,199,1:8.0
1145206,8.19,2,1:8.0
1145215,8.19,199,1:12.0
1145226,8.19,169,1:36.0
1145258,8.19,2,0:4.0
1145312,8.19,4,0:4.0
1145326,8.19,193,2:174.0
1145328,8.19,66,2:136.0
1145393,8.19,44,1:10.0
1145444,8.19,10,1:24.0
1145554,8.19,16,1:8.0
1145558,8.19,16,1:36.0;2:36.0
1145568,8.19,10,3:24.0
1145618,8.19,10,1:16.0
1145634,8.19,12,0:4.0;2:28.0
1145728,8.19,50,0:4.0
1145730,8.19,16,3:36.0
1145764,8.19,118,3:240.0
1145812,8.19,6,1:16.0;2:16.0;3:16.0
1145853,8.19,9,1:10.0
1145918,8.19,25,2:54.0
1145982,8.19,8,1:20.0;2:20.0;3:20.0
1146006,8.19,33,2:70.0
1146102,8.19,28,3:60.0
1146116,8.19,6,2:16.0
1146174,8.19,3,1:10.0;2:10.0
1146191,8.19,23,1:16.0
1146258,8.19,10,1:16.0;2:16.0
1146288,8.19,177,3:90.0
1146296,8.19,2,0:4.0
1146308,8.19,73,3:150.0
1146342,8.18,2,1:8.0
1146491,8.18,27,1:8.0
1146506,8.18,4,0:4.0
1146520,8.18,2,0:4.0;2:8.0
1146561,8.18,199,1:28.0
1146588,8.18,6,0:4.0;2:16.0
1146600,8.18,7,1:12.0
1146610,8.18,3,0:4.0
1146670,8.18,26,2:56.0
1146702,8.18,2,1:8.0;2:8.0;3:8.0
1146730,8.18,28,3:60.0
1146750,8.18,100,2:50.0
1146791,8.18,125,1:28.0
1146797,8.18,199,1:22.0
1146798,8.18,8,1:20.0
1146854,8.18,8,0:4.0
1146862,8.18,16,1:36.0;2:36.0
1146906,8.18,58,3:120.0
1146914,8.18,6,0:4.0
1146952,8.18,16,0:4.0
1146962,8.18,52,1:36.0
1146967,8.18,3,1:8.0
1147006,8.18,25,0:4.0
1147020,8.18,8,0:4.0
1147028,8.18,19,1:28.0;2:28.0
1147062,8.18,96,1:28.0;3:196.0
1147122,8.18,73,3:150.0
1147201,8.18,17,1:4.0
1147204,8.18,48,2:100.0
1147242,8.18,4,1:8.0
1147264,8.18,48,2:100.0
1147336,8.18,19,1:28.0
1147394,8.18,14,2:32.0
1147482,8.18,6,2:16.0
1147488,8.18,2,0:4.0
1147518,8.18,13,1:20.0
1147539,8.18,17,1:4.0
1147549,8.18,15,1:8.0
1147592,8.18,22,3:48.0
1147716,8.18,10,2:24.0
1147760,8.18,198,3:120.0
1147804,8.18,96,1:36.0;3:196.0
1147820,8.18,2,1:8.0;2:8.0
1147874,8.18,7,1:12.0
1147931,8.18,15,1:16.0
1147950,8.18,10,2:24.0
1147972,8.18,28,3:60.0
1147983,8.18,3,1:4.0
1148026,8.18,2,1:8.0
1148044,8.18,97,3:198.0
1148046,8.18,2,0:4.0
1148066,8.18,106,2:144.0;3:216.0
1148173,8.18,199,1:4.0
1148230,8.18,82,3:48.0
1148362,8.18,4,0:4.0
1148412,8.18,2,0:4.0
1148430,8.18,54,1:22.0;2:112.0
1148443,8.18,103,1:52.0
1148468,8.18,8,0:4.0
1148524,8.18,3,0:4.0
1148550,8.18,13,1:20.0;2:20.0
1148590,8.18,2,0:4.0;1:4.0
1148642,8.18,70,3:144.0
1148660,8.18,2,1:8.0
1148662,8.18,38,2:80.0
1148810,8.18,12,1:28.0
1148860,8.18,26,2:56.0
1148910,8.18,10,2:24.0
1148932,8.18,13,2:30.0
1148942,8.18,34,2:72.0
1148956,8.18,2,0:4.0
1148996,8.18,5,1:10.0
1149031,8.18,3,1:8.0
1149080,8.18,7,1:12.0
1149230,8.18,12,1:28.0
1149273,8.18,199,1:12.0
1149336,8.18,3,1:10.0
1149366,8.18,0,0:4.0;1:4.0;2:4.0;3:4.0
1149410,8.18,28,1:20.0
1149439,8.18,9,1:4.0
1149458,8.18,22,1:24.0
1149476,8.18,198,1:50.0
1149508,8.18,2,0:4.0
1149534,8.18,4,0:4.0;1:4.0
1149544,8.18,4,0:4.0
1149598,8.18,3,1:10.0
1149622,8.18,34,2:72.0
1149625,8.18,15,1:8.0
1149632,8.18,168,2:340.0
1149722,8.18,4,0:4.0
1149800,8.18,3,0:4.0;2:10.0
1149838,8.18,22,2:48.0
1149851,8.18,76,1:22.0
1149857,8.18,27,1:28.0;2:28.0
1149862,8.18,198,3:150.0
1149863,8.18,3,1:4.0
1149888,8.18,94,3:192.0
1149916,8.18,4,0:4.0;3:12.0
1149955,8.18,39,1:16.0
1150010,8.18,22,3:48.0
1150066,8.18,198,2:112.0
1150198,8.18,3,0:4.0
1150256,8.18,3,0:4.0
1150282,8.18,2,1:8.0
1150285,8.18,23,1:16.0
1150296,8.18,34,1:36.0
1150366,8.18,151,3:72.0
1150368,8.18,54,3:112.0
