ep,temp,t_real,checks
3819198,3.95,8,0:4.0
3819266,3.95,13,1:20.0
3819404,3.95,88,2:180.0
3819438,3.95,11,3:26.0
3819480,3.95,2,0:4.0
3819482,3.95,10,1:16.0
3819510,3.95,4,0:4.0
3819520,3.95,2,0:4.0
3819524,3.95,3,0:4.0
3819616,3.95,2,0:4.0
3819624,3.95,22,3:48.0
3819664,3.95,52,2:108.0
3819738,3.95,6,0:4.0
3819764,3.95,4,1:8.0
3819843,3.95,5,1:12.0
3819846,3.95,8,0:4.0
3819878,3.95,2,0:4.0
3819992,3.95,38,2:54.0;3:80.0
3820048,3.95,2,0:4.0
3820162,3.95,54,2:112.0
3820168,3.95,4,0:4.0
3820194,3.95,10,3:24.0
3820220,3.95,2,1:8.0
3820346,3.95,3,0:4.0
3820394,3.95,6,0:4.0
3820410,3.95,2,1:8.0
3820468,3.95,6,0:4.0
3820526,3.95,4,0:4.0;3:12.0
3820664,3.95,25,1:36.0
3820786,3.95,2,0:4.0
3820874,3.95,28,3:60.0
3820882,3.95,8,0:4.0
3820893,3.95,4,1:10.0
3820940,3.95,12,1:28.0;2:28.0;3:28.0
3820960,3.95,3,0:4.0
3821110,3.95,4,0:4.0;2:12.0
3821250,3.95,4,0:4.0
3821274,3.95,82,2:168.0
3821304,3.95,34,2:72.0
3821308,3.95,65,3:134.0
3821420,3.95,18,2:40.0
3821550,3.95,4,2:12.0
3821598,3.95,6,0:4.0
3821661,3.95,39,1:16.0
3821776,3.95,16,2:36.0
3821840,3.95,2,0:4.0;1:4.0
3821898,3.95,8,1:20.0;2:20.0;3:20.0
3821972,3.95,13,3:30.0
3822080,3.95,13,2:30.0
3822086,3.95,15,1:34.0
3822098,3.95,65,3:134.0
3822164,3.95,2,1:8.0;2:8.0;3:8.0
3822236,3.95,22,2:48.0
3822266,3.95,2,1:8.0
3822292,3.95,6,0:4.0
3822306,3.95,6,2:16.0
3822394,3.95,25,1:36.0
3822660,3.95,19,2:42.0
3822692,3.95,22,2:48.0
3822728,3.95,12,1:28.0
3822780,3.95,43,3:90.0
3822864,3.95,30,2:64.0
3822867,3.95,5,1:12.0
3822992,3.95,10,1:16.0
3823008,3.95,31,2:66.0
3823024,3.95,3,0:4.0
3823032,3.95,2,0:4.0;2:8.0
3823216,3.95,106,3:216.0
3823238,3.95,34,2:72.0
3823270,3.95,25,1:36.0
3823302,3.95,2,0:4.0
3823338,3.95,40,3:84.0
3823411,3.95,15,1:22.0
3823426,3.95,2,0:4.0;1:4.0
3823438,3.95,6,0:4.0
3823491,3.95,23,1:16.0
3823662,3.95,16,1:36.0;2:36.0;3:36.0
3823666,3.95,10,1:12.0
3823672,3.95,30,2:64.0
3823769,3.95,199,1:4.0
3823780,3.95,3,0:4.0
3823836,3.95,3,0:4.0
3823906,3.95,20,3:44.0
3823916,3.95,198,1:36.0
3823932,3.95,18,2:40.0
3823940,3.95,19,1:28.0;3:42.0
3824078,3.95,2,0:4.0;1:4.0
3824116,3.95,13,3:30.0
3824142,3.95,3,0:4.0
3824197,3.95,6,1:10.0
3824206,3.95,14,2:32.0
3824316,3.94,34,3:72.0
3824398,3.94,13,1:20.0
3824399,3.94,13,1:4.0
3824408,3.94,2,0:4.0
3824448,3.94,6,0:4.0
3824515,3.94,15,1:8.0
3824563,3.94,9,1:10.0
3824610,3.94,34,2:72.0
3824618,3.94,3,0:4.0;2:10.0
3824679,3.94,8,1:12.0;2:12.0
3824680,3.94,30,3:64.0
3824688,3.94,12,1:28.0
3824726,3.94,6,2:16.0
3824728,3.94,3,0:4.0
3824790,3.94,2,1:8.0;2:8.0
3824926,3.94,2,0:4.0
3825070,3.94,3,1:10.0;2:10.0;3:10.0
3825072,3.94,3,1:10.0;2:10.0
3825090,3.94,4,1:8.0
3825096,3.94,2,1:8.0;2:8.0
3825102,3.94,2,0:4.0
3825235,3.94,4,1:4.0
3825327,3.94,13,1:4.0
3825350,3.94,64,2:132.0
3825352,3.94,5,1:10.0
3825406,3.94,7,3:18.0
3825432,3.94,30,3:64.0
3825568,3.94,8,0:4.0
3825586,3.94,8,1:10.0
3825591,3.94,97,1:28.0
3825618,3.94,2,1:8.0;2:8.0
3825660,3.94,2,1:8.0
3825664,3.94,3,0:4.0
3825666,3.94,34,2:72.0
3825799,3.94,4,1:4.0;2:4.0
3825966,3.94,10,2:24.0
3826008,3.94,12,1:28.0
3826036,3.94,19,1:28.0
3826142,3.94,3,0:4.0
3826310,3.94,22,3:48.0
3826362,3.94,198,1:20.0
3826406,3.94,19,1:28.0;2:28.0
3826408,3.94,8,3:20.0
3826416,3.94,10,2:24.0
3826558,3.94,2,1:8.0
3826566,3.94,2,0:4.0
3826930,3.94,25,3:54.0
3827004,3.94,2,1:8.0
3827040,3.94,13,1:20.0
3827048,3.94,28,3:60.0
3827078,3.94,8,2:20.0
3827082,3.94,4,1:8.0
3827086,3.94,28,2:60.0
3827122,3.94,23,2:50.0
3827140,3.94,7,0:4.0;1:4.0
3827180,3.94,18,1:20.0
3827270,3.94,16,1:36.0
3827286,3.94,6,0:4.0
3827350,3.94,8,1:20.0;2:20.0;3:20.0
3827354,3.94,4,1:8.0
3827360,3.94,16,0:4.0
3827388,3.94,6,0:4.0
3827472,3.94,4,0:4.0
3827562,3.94,26,2:56.0
3827576,3.94,158,0:4.0
3827668,3.94,12,1:28.0;2:28.0;3:28.0
3827676,3.94,6,2:16.0
3827738,3.94,6,0:4.0
3827754,3.94,25,1:36.0
3827858,3.94,4,0:4.0
3827866,3.94,18,1:20.0
3827920,3.94,5,1:10.0;2:10.0
3827964,3.94,8,3:20.0
3827984,3.94,2,1:8.0
3827992,3.94,16,3:36.0
3828002,3.94,25,2:54.0
3828054,3.94,160,3:324.0
3828216,3.94,13,1:20.0;3:30.0
3828258,3.94,2,0:4.0;1:4.0
3828348,3.94,13,1:20.0;2:20.0
3828370,3.94,16,1:24.0
3828376,3.94,13,1:20.0
3828386,3.94,10,2:24.0
3828492,3.94,13,1:20.0;2:20.0
3828634,3.94,7,3:18.0
3828698,3.94,10,1:16.0;2:16.0
3828728,3.94,4,0:4.0;2:12.0
3828740,3.94,2,0:4.0
3828804,3.94,2,0:4.0
3828808,3.94,4,2:12.0
3828832,3.94,26,3:56.0
3828888,3.94,3,0:4.0
3829040,3.94,8,1:10.0
3829056,3.94,6,0:4.0;3:16.0
3829104,3.94,13,1:20.0
3829109,3.94,17,1:4.0
3829176,3.94,28,2:60.0
3829194,3.94,25,1:36.0;2:36.0
3829237,3.94,15,1:8.0
3829280,3.94,22,3:48.0
3829310,3.94,19,1:28.0
3829354,3.94,4,1:8.0
3829408,3.94,10,2:24.0
3829528,3.94,10,2:24.0
3829562,3.94,8,2:20.0
3829599,3.94,17,1:4.0
3829706,3.94,8,0:4.0
3829730,3.94,106,3:216.0
3829760,3.94,18,2:40.0
3829898,3.94,20,2:44.0
3829928,3.94,16,0:4.0
3829970,3.94,2,0:4.0
3830018,3.94,13,1:20.0
3830047,3.94,19,1:8.0
3830064,3.94,68,2:140.0
3830094,3.94,43,2:90.0
3830102,3.94,5,1:10.0;3:14.0
3830121,3.94,3,1:4.0
3830278,3.94,14,2:32.0
3830350,3.94,33,2:70.0
3830376,3.94,2,0:4.0
3830420,3.94,3,0:4.0
3830458,3.94,70,2:144.0
3830460,3.94,7,0:4.0
3830556,3.93,16,1:36.0
3830600,3.93,16,1:16.0
3830616,3.93,198,1:20.0
3830632,3.93,2,1:8.0;2:8.0;3:8.0
3830656,3.93,4,2:12.0
3830667,3.93,34,1:10.0
3830697,3.93,199,1:22.0
3830726,3.93,2,1:8.0
3830772,3.93,22,3:48.0
3830810,3.93,5,1:10.0
3830854,3.93,10,1:16.0
3830904,3.93,19,2:42.0
3830905,3.93,13,1:4.0;2:4.0
3830958,3.93,5,1:10.0
3831060,3.93,29,3:62.0
3831117,3.93,4,1:4.0
3831152,3.93,4,0:4.0;2:12.0
3831198,3.93,10,3:24.0
3831220,3.93,19,2:42.0
3831272,3.93,8,0:4.0
3831327,3.93,9,1:10.0
3831436,3.93,31,2:66.0
3831558,3.93,40,2:84.0
3831578,3.93,23,3:50.0
3831642,3.93,3,0:4.0
3831650,3.93,18,2:40.0
3831699,3.93,7,1:4.0
3831706,3.93,2,1:8.0
3831734,3.93,46,3:96.0
3831772,3.93,16,1:36.0;2:36.0;3:36.0
3831870,3.93,25,1:36.0
3831958,3.93,16,0:4.0
3831993,3.93,17,1:4.0
3832136,3.93,8,0:4.0
3832224,3.93,18,3:40.0
3832262,3.93,12,2:28.0
3832376,3.93,4,0:4.0
3832400,3.93,2,0:4.0
3832505,3.93,5,1:4.0
3832508,3.93,2,1:8.0
3832546,3.93,20,3:44.0
3832548,3.93,16,3:36.0
3832550,3.93,5,1:10.0;2:10.0
3832588,3.93,3,0:4.0
3832640,3.93,7,1:8.0
3832720,3.93,34,1:8.0;2:8.0
3832726,3.93,106,2:216.0
3832815,3.93,5,1:8.0
3832852,3.93,4,1:8.0;2:8.0
3832946,3.93,10,3:24.0
3832960,3.93,2,0:4.0
3832972,3.93,2,1:8.0
3833040,3.93,4,0:4.0
3833050,3.93,13,1:20.0
3833090,3.93,4,1:8.0;2:8.0
3833143,3.93,7,1:4.0
3833173,3.93,1,1:4.0
3833188,3.93,10,2:24.0
3833448,3.93,4,0:4.0
3833494,3.93,8,2:20.0
3833524,3.93,20,1:20.0
3833552,3.93,3,0:4.0
3833656,3.93,2,0:4.0;2:8.0
3833670,3.93,2,0:4.0
3833774,3.93,25,1:36.0
3833815,3.93,199,1:28.0
3833872,3.93,48,2:100.0
3833912,3.93,2,0:4.0
3833945,3.93,3,1:8.0
3833992,3.93,4,0:4.0
3834112,3.93,38,2:80.0
3834202,3.93,19,1:28.0
3834213,3.93,199,1:16.0
3834322,3.93,4,1:8.0
3834332,3.93,198,0:4.0
3834366,3.93,68,3:140.0
3834402,3.93,6,0:4.0
3834432,3.93,13,1:30.0
3834552,3.93,13,1:20.0;3:30.0
3834572,3.93,6,0:4.0
3834590,3.93,16,3:36.0
3834612,3.93,2,0:4.0;1:4.0;3:8.0
3834668,3.93,10,1:16.0
3834694,3.93,2,0:4.0
3834696,3.93,40,3:84.0
3834719,3.93,17,1:12.0
3834733,3.93,13,1:4.0
3834744,3.93,2,0:4.0
3834795,3.93,29,1:12.0
3834838,3.93,13,3:30.0
3834870,3.93,12,1:28.0;2:28.0;3:28.0
3835030,3.93,4,0:4.0
3835079,3.93,199,1:4.0;2:4.0
3835150,3.93,46,3:96.0
3835174,3.93,19,1:28.0
3835182,3.93,8,1:20.0
3835200,3.93,4,1:8.0
3835209,3.93,17,1:4.0
3835264,3.93,22,3:48.0
3835364,3.93,8,1:20.0
3835372,3.93,2,0:4.0
3835386,3.93,2,0:4.0
3835442,3.93,28,3:60.0
3835446,3.93,3,1:10.0;2:10.0;3:10.0
3835472,3.93,40,3:84.0
3835487,3.93,31,1:16.0
3835504,3.93,12,1:28.0
3835572,3.93,6,0:4.0
3835725,3.93,16,1:14.0
3835782,3.93,25,2:54.0
3835789,3.93,4,1:10.0
3835792,3.93,3,0:4.0
3835879,3.93,11,1:8.0
3835910,3.93,7,2:18.0
3835952,3.93,6,2:16.0
3835960,3.93,0,0:4.0;1:4.0
3835990,3.93,16,1:12.0
3835992,3.93,10,3:24.0
3836044,3.93,4,2:12.0
3836058,3.93,8,1:10.0
3836252,3.93,70,2:144.0
3836257,3.93,10,1:22.0
3836301,3.93,199,1:4.0
3836388,3.93,4,1:8.0
3836462,3.93,10,2:24.0
3836524,3.93,2,1:8.0;2:8.0;3:8.0
3836526,3.93,30,3:64.0
3836536,3.93,4,0:4.0
3836554,3.93,106,3:216.0
3836560,3.93,4,0:4.0
3836640,3.93,8,2:20.0
3836670,3.93,4,1:8.0
3836746,3.93,2,0:4.0;1:4.0;3:8.0
3836820,3.93,10,0:4.0;3:24.0
3836834,3.93,19,1:28.0
3836862,3.92,33,1:28.0
3836978,3.92,46,3:96.0
3837008,3.92,4,1:12.0;2:12.0;3:12.0
3837022,3.92,26,2:56.0
3837064,3.92,3,0:4.0
3837080,3.92,43,2:90.0
3837126,3.92,79,3:162.0
3837154,3.92,2,1:8.0
3837186,3.92,88,2:180.0
3837250,3.92,70,2:144.0
3837298,3.92,4,1:8.0
3837302,3.92,28,2:60.0
3837307,3.92,19,1:16.0
3837322,3.92,4,0:4.0
3837326,3.92,4,0:4.0
3837420,3.92,7,2:18.0
3837505,3.92,55,1:16.0
3837552,3.92,28,2:40.0;3:60.0
3837560,3.92,10,1:16.0
3837580,3.92,3,1:10.0
3837596,3.92,0,0:4.0;1:4.0
3837676,3.92,12,1:28.0;2:28.0;3:28.0
3837686,3.92,173,3:350.0
3837706,3.92,38,3:80.0
3837710,3.92,26,3:56.0
3837737,3.92,5,1:12.0
3837754,3.92,2,0:4.0;1:4.0
3837772,3.92,58,3:120.0
3837834,3.92,13,2:30.0
3837844,3.92,6,0:4.0
3838010,3.92,52,3:108.0
3838082,3.92,2,0:4.0
3838088,3.92,6,1:8.0
3838124,3.92,19,1:28.0;2:28.0
3838188,3.92,35,3:74.0
3838250,3.92,19,1:28.0
3838279,3.92,7,1:4.0
3838384,3.92,8,1:10.0
3838393,3.92,27,1:8.0
3838410,3.92,8,0:4.0
3838472,3.92,198,3:60.0
3838518,3.92,6,0:4.0
3838527,3.92,44,1:10.0
3838572,3.92,19,1:28.0
3838651,3.92,24,1:10.0
3838702,3.92,13,3:30.0
3838754,3.92,3,0:4.0
3838784,3.92,28,3:60.0
3838858,3.92,8,0:4.0
3838870,3.92,7,1:12.0
3838874,3.92,16,1:36.0;2:36.0
3838882,3.92,2,1:8.0
3838904,3.92,2,0:4.0
3838920,3.92,26,2:56.0
3838926,3.92,54,3:112.0
3839003,3.92,53,1:12.0
3839058,3.92,3,0:4.0
3839098,3.92,4,1:12.0;2:12.0;3:12.0
3839126,3.92,4,0:4.0
3839144,3.92,18,1:8.0;2:8.0
3839164,3.92,65,3:134.0
3839214,3.92,6,0:4.0
3839220,3.92,4,1:8.0;2:8.0
3839228,3.92,2,0:4.0;1:4.0
3839248,3.92,25,1:36.0
3839254,3.92,10,1:16.0
3839270,3.92,10,1:16.0
3839304,3.92,23,2:50.0
3839330,3.92,25,3:54.0
3839348,3.92,4,0:4.0
3839360,3.92,16,3:36.0
3839386,3.92,4,0:4.0
3839488,3.92,12,0:4.0
3839590,3.92,3,0:4.0
3839649,3.92,17,1:4.0
3839662,3.92,2,0:4.0
3839706,3.92,26,2:56.0
3839777,3.92,7,1:8.0
3839934,3.92,2,1:8.0
3839946,3.92,19,1:28.0
3840128,3.92,8,0:4.0
3840170,3.92,30,3:64.0
3840230,3.92,8,0:4.0
3840343,3.92,3,1:4.0
3840401,3.92,4,1:10.0
3840420,3.92,10,2:24.0
3840422,3.92,10,1:12.0
3840522,3.92,4,0:4.0
3840526,3.92,8,1:20.0
3840566,3.92,13,3:30.0
3840632,3.92,40,3:84.0
3840656,3.92,2,0:4.0
3840712,3.92,6,0:4.0
3840802,3.92,3,0:4.0
3840866,3.92,28,3:60.0
3840900,3.92,52,2:108.0
3840918,3.92,4,1:8.0;2:8.0
3840940,3.92,2,0:4.0;2:8.0
3840942,3.92,4,1:8.0
3840958,3.92,18,2:40.0
3840970,3.92,19,1:28.0;2:28.0
3841100,3.92,2,1:8.0
3841152,3.92,8,0:4.0;2:20.0
3841156,3.92,65,3:90.0
3841220,3.92,4,1:8.0;3:12.0
3841227,3.92,8,1:12.0
3841242,3.92,30,2:64.0
3841304,3.92,28,2:60.0
3841322,3.92,8,1:20.0;2:20.0;3:20.0
3841354,3.92,4,0:4.0;3:12.0
3841388,3.92,22,2:48.0
3841389,3.92,199,1:16.0
3841400,3.92,8,0:4.0
3841476,3.92,43,3:90.0
3841526,3.92,0,0:4.0;1:4.0
3841578,3.92,8,0:4.0
3841602,3.92,11,1:26.0
3841658,3.92,76,2:70.0
3841688,3.92,2,0:4.0;2:8.0
3841712,3.92,9,1:22.0
3841816,3.92,198,1:16.0
3841864,3.92,4,0:4.0
3842042,3.92,34,3:72.0
3842044,3.92,6,0:4.0
3842218,3.92,10,2:24.0
3842221,3.92,15,1:8.0
3842242,3.92,35,3:74.0
3842248,3.92,34,2:72.0
3842326,3.92,6,2:16.0
3842418,3.92,5,2:14.0
3842436,3.92,4,0:4.0
3842458,3.92,4,0:4.0
3842556,3.92,4,1:8.0
3842602,3.92,4,0:4.0
3842697,3.92,199,1:20.0
3842710,3.92,198,1:8.0
3842752,3.92,106,3:216.0
3842796,3.92,28,3:60.0
3842804,3.92,8,2:20.0
3842824,3.92,4,1:8.0
3842856,3.92,19,1:28.0
3842894,3.92,6,2:16.0
3842896,3.92,2,0:4.0
3842982,3.92,4,2:12.0
3842992,3.92,34,2:72.0
3843000,3.92,52,2:108.0
3843066,3.92,34,1:36.0;3:72.0
3843094,3.92,4,1:8.0
3843116,3.92,38,3:80.0
3843186,3.91,43,1:36.0
3843198,3.91,13,2:30.0
3843264,3.91,52,2:108.0
3843266,3.91,2,0:4.0
3843276,3.91,4,0:4.0
3843382,3.91,4,0:4.0
3843435,3.91,19,1:16.0
3843459,3.91,35,1:8.0
3843476,3.91,4,1:8.0
3843486,3.91,2,1:8.0
3843616,3.91,8,0:4.0
3843626,3.91,10,2:24.0
3843650,3.91,13,2:30.0
3843688,3.91,6,0:4.0
3843712,3.91,30,3:64.0
3843746,3.91,18,0:4.0;1:4.0
3843771,3.91,39,1:16.0
3843836,3.91,40,3:84.0
3843850,3.91,16,2:36.0
3843904,3.91,16,1:8.0
3844012,3.91,8,2:20.0
3844020,3.91,10,1:10.0
3844143,3.91,15,1:8.0
3844210,3.91,2,1:8.0;2:8.0;3:8.0
3844236,3.91,2,0:4.0
3844288,3.91,10,2:24.0
3844344,3.91,4,0:4.0
3844438,3.91,78,2:160.0
3844556,3.91,2,0:4.0
3844580,3.91,4,0:4.0
3844630,3.91,6,0:4.0
3844727,3.91,97,1:28.0;2:28.0
3844774,3.91,2,0:4.0;1:4.0
3844784,3.91,2,0:4.0
3844830,3.91,13,1:20.0
3844841,3.91,19,1:10.0
3844848,3.91,6,1:8.0
3844898,3.91,25,1:36.0
3844900,3.91,4,1:8.0
3844940,3.91,43,1:36.0
3845012,3.91,28,3:60.0
3845032,3.91,22,3:48.0
3845054,3.91,38,1:16.0;2:16.0
3845056,3.91,22,2:48.0
3845070,3.91,16,1:36.0
3845072,3.91,2,0:4.0
3845080,3.91,4,0:4.0
3845104,3.91,4,1:8.0;2:8.0
3845142,3.91,13,1:20.0
3845202,3.91,6,0:4.0
3845246,3.91,4,0:4.0
3845276,3.91,13,3:30.0
3845292,3.91,4,1:8.0
3845309,3.91,9,1:10.0
3845348,3.91,4,0:4.0
3845440,3.91,4,1:8.0
3845449,3.91,3,1:8.0
3845494,3.91,26,2:56.0
3845522,3.91,4,1:12.0
3845564,3.91,13,3:30.0
3845576,3.91,18,3:40.0
3845598,3.91,28,3:60.0
3845636,3.91,24,2:52.0
3845664,3.91,34,1:36.0
3845728,3.91,13,1:20.0
3845752,3.91,48,3:100.0
3845808,3.91,26,1:28.0
3845880,3.91,25,1:36.0
3845896,3.91,28,2:60.0
3845932,3.91,2,0:4.0;1:4.0
3845942,3.91,8,0:4.0
3845952,3.91,7,3:18.0
3845956,3.91,2,0:4.0
3845971,3.91,35,1:8.0
3846044,3.91,13,1:20.0
3846098,3.91,2,0:4.0
3846170,3.91,54,2:112.0
3846172,3.91,19,1:28.0
3846208,3.91,0,0:4.0;1:4.0;2:4.0;3:4.0
3846236,3.91,198,1:10.0
3846249,3.91,13,1:4.0
3846263,3.91,19,1:10.0
3846290,3.91,2,0:4.0;1:4.0;2:4.0
3846364,3.91,46,3:96.0
3846395,3.91,13,1:4.0
3846432,3.91,10,0:4.0;3:24.0
3846457,3.91,9,1:4.0
3846468,3.91,23,2:50.0
3846654,3.91,16,3:36.0
3846668,3.91,2,1:8.0
3846684,3.91,28,3:60.0
3846708,3.91,13,3:30.0
3846775,3.91,41,1:12.0
3846828,3.91,4,0:4.0
3846835,3.91,3,1:8.0
3846840,3.91,2,1:8.0
3847004,3.91,0,0:4.0;1:4.0
3847192,3.91,10,2:24.0
3847202,3.91,16,0:4.0
3847204,3.91,4,1:8.0
3847224,3.91,28,2:60.0
3847228,3.91,6,0:4.0
3847234,3.91,70,2:144.0
3847284,3.91,3,0:4.0
3847290,3.91,78,3:160.0
3847324,3.91,6,0:4.0
3847338,3.91,25,1:36.0
3847346,3.91,6,0:4.0
3847348,3.91,6,0:4.0
3847384,3.91,13,1:20.0
3847392,3.91,10,2:24.0
3847449,3.91,17,1:4.0
3847456,3.91,2,0:4.0
3847462,3.91,14,2:32.0
3847488,3.91,19,1:28.0
3847528,3.91,35,1:20.0
3847536,3.91,16,1:16.0
3847644,3.91,88,2:180.0
3847670,3.91,3,0:4.0
3847672,3.91,6,1:8.0
3847680,3.91,38,3:80.0
3847732,3.91,8,1:20.0;2:20.0;3:20.0
3847790,3.91,19,1:28.0
3847818,3.91,6,0:4.0
3847894,3.91,14,1:16.0
3847929,3.91,4,1:10.0
3847954,3.91,10,0:4.0
3848030,3.91,4,1:8.0
3848050,3.91,4,1:8.0
3848114,3.91,6,2:16.0
3848186,3.91,142,3:288.0
3848230,3.91,52,2:108.0
3848356,3.91,2,1:8.0
3848402,3.91,19,1:28.0
3848456,3.91,23,2:50.0
3848473,3.91,7,1:8.0
3848519,3.91,19,1:16.0
3848534,3.91,3,1:10.0;2:10.0
3848593,3.91,3,1:4.0
3848618,3.91,20,3:44.0
3848672,3.91,8,2:20.0
3848721,3.91,1,1:4.0
3848754,3.91,35,3:74.0
3848782,3.91,13,1:20.0
3848855,3.91,3,1:8.0
3848978,3.91,13,1:20.0
3849008,3.91,4,0:4.0
3849080,3.91,16,1:36.0;2:36.0;3:36.0
3849086,3.91,4,0:4.0;1:4.0
3849150,3.91,10,3:24.0
3849212,3.91,8,1:20.0;2:20.0
3849230,3.91,2,0:4.0
3849234,3.91,10,2:24.0
3849290,3.91,8,1:8.0
3849384,3.91,18,1:20.0
3849394,3.91,13,3:30.0
3849400,3.91,16,3:36.0
3849502,3.90,13,1:20.0
3849578,3.90,198,1:24.0
3849664,3.90,16,1:36.0;2:36.0;3:36.0
3849680,3.90,4,0:4.0
3849764,3.90,10,3:24.0
3849844,3.90,4,1:12.0
3849857,3.90,5,1:4.0
3849872,3.90,16,1:36.0;2:36.0;3:36.0
3849878,3.90,10,1:8.0
3849898,3.90,18,1:20.0
3849924,3.90,6,2:16.0
3849968,3.90,7,1:12.0
3850104,3.90,16,2:36.0
3850112,3.90,16,1:36.0;2:36.0
3850254,3.90,3,0:4.0
3850311,3.90,14,1:12.0
3850438,3.90,2,0:4.0
3850509,3.90,125,1:28.0
3850616,3.90,2,0:4.0
3850758,3.90,2,0:4.0;1:4.0
3850820,3.90,88,2:180.0
3850840,3.90,5,2:14.0
3850860,3.90,4,1:8.0
3850872,3.90,19,1:28.0
3850893,3.90,29,1:12.0
3850898,3.90,34,1:36.0
3850930,3.90,8,2:20.0
3850958,3.90,25,1:36.0
3850961,3.90,44,1:10.0
3850987,3.90,27,1:8.0
3850994,3.90,88,3:180.0
3851034,3.90,6,0:4.0
3851080,3.90,25,1:36.0
3851140,3.90,2,0:4.0;2:8.0
3851146,3.90,7,1:12.0
3851162,3.90,8,1:20.0;2:20.0
3851216,3.90,0,0:4.0;1:4.0;2:4.0;3:4.0
3851253,3.90,199,1:4.0
3851282,3.90,16,1:36.0;2:36.0;3:36.0
3851326,3.90,19,1:28.0;2:28.0
3851346,3.90,4,1:12.0;2:12.0;3:12.0
3851400,3.90,12,1:28.0;2:28.0;3:28.0
3851450,3.90,2,0:4.0
3851472,3.90,10,2:24.0
3851473,3.90,1,1:4.0
3851518,3.90,16,2:36.0
3851568,3.90,8,1:20.0
3851572,3.90,43,2:90.0
3851592,3.90,6,0:4.0
3851668,3.90,6,2:16.0
3851754,3.90,43,2:90.0
3851778,3.90,3,0:4.0
3851992,3.90,26,1:28.0
3851994,3.90,5,1:10.0;2:10.0
3851996,3.90,10,3:24.0
3852026,3.90,12,1:28.0
3852042,3.90,8,0:4.0
3852052,3.90,2,0:4.0
3852110,3.90,4,1:8.0
3852122,3.90,7,1:12.0;2:12.0
3852136,3.90,25,2:54.0
3852216,3.90,19,1:28.0
3852250,3.90,7,0:4.0;3:18.0
3852310,3.90,2,0:4.0
3852322,3.90,2,0:4.0
3852366,3.90,6,0:4.0
3852404,3.90,198,1:28.0
3852528,3.90,4,0:4.0
3852541,3.90,27,1:8.0
3852562,3.90,22,3:48.0
3852592,3.90,4,0:4.0
3852639,3.90,3,1:4.0
3852700,3.90,2,0:4.0
3852712,3.90,25,1:36.0
3852734,3.90,10,1:12.0
3852750,3.90,25,1:36.0;2:36.0
3852754,3.90,2,0:4.0;1:4.0
3852786,3.90,4,0:4.0
3852886,3.90,2,1:8.0;2:8.0;3:8.0
3852890,3.90,10,1:16.0
3852954,3.90,2,0:4.0
3852996,3.90,2,0:4.0
3853028,3.90,4,1:8.0
3853030,3.90,8,0:4.0
3853035,3.90,199,1:4.0
3853056,3.90,34,1:36.0
3853146,3.90,2,0:4.0
3853178,3.90,16,3:36.0
3853212,3.90,3,1:10.0;2:10.0;3:10.0
3853224,3.90,43,2:90.0
3853276,3.90,6,0:4.0
3853290,3.90,10,0:4.0;3:24.0
3853302,3.90,2,1:8.0
3853315,3.90,9,1:4.0
3853328,3.90,4,0:4.0
3853546,3.90,13,2:30.0
3853664,3.90,25,1:36.0
3853754,3.90,106,3:216.0
3853798,3.90,4,0:4.0
3853870,3.90,23,1:20.0
3853873,3.90,69,1:28.0
3853887,3.90,24,1:10.0
3853888,3.90,38,2:80.0
3853896,3.90,8,2:20.0
3853898,3.90,4,0:4.0
3853904,3.90,6,1:8.0
3853932,3.90,3,0:4.0
3853941,3.90,7,1:4.0
3854067,3.90,17,1:4.0
3854152,3.90,20,3:44.0
3854193,3.90,69,1:28.0
3854303,3.90,11,1:10.0
3854366,3.90,52,2:108.0
3854383,3.90,7,1:8.0
3854467,3.90,11,1:8.0
3854476,3.90,6,0:4.0
3854488,3.90,11,0:4.0
3854608,3.90,26,1:28.0
3854660,3.90,4,0:4.0;3:12.0
3854700,3.90,18,2:40.0
3854722,3.90,16,3:36.0
3854738,3.90,12,1:28.0
3854815,3.90,35,1:8.0
3854824,3.90,2,0:4.0;1:4.0
3854856,3.90,64,3:132.0
3854890,3.90,4,1:8.0
3854965,3.90,34,1:10.0
3854996,3.90,6,1:8.0
3855034,3.90,3,0:4.0
3855231,3.90,103,1:52.0;2:52.0
3855238,3.90,10,1:16.0
3855239,3.90,15,1:8.0
3855286,3.90,6,0:4.0
3855310,3.90,16,3:36.0
3855322,3.90,20,3:44.0
3855430,3.90,13,2:30.0
3855458,3.90,11,0:4.0
3855588,3.90,13,1:20.0
3855590,3.90,13,3:30.0
3855691,3.90,199,1:16.0
3855710,3.90,38,3:80.0
3855718,3.90,28,3:60.0
3855741,3.90,4,1:4.0
3855784,3.90,11,0:4.0
3855808,3.89,3,0:4.0
3855862,3.89,19,1:28.0
3855884,3.89,198,1:352.0
3855949,3.89,15,1:8.0
3855951,3.89,1,1:4.0;2:4.0
3855970,3.89,19,1:28.0
3855972,3.89,13,1:20.0
3856000,3.89,2,1:8.0;2:8.0;3:8.0
3856004,3.89,10,3:24.0
3856018,3.89,19,2:42.0
3856058,3.89,8,1:20.0;2:20.0
3856138,3.89,2,1:8.0
3856166,3.89,9,1:22.0;2:22.0;3:22.0
3856182,3.89,18,1:8.0
3856192,3.89,2,1:8.0
3856204,3.89,2,0:4.0
3856210,3.89,28,0:4.0
