mode,eps_min,alpha_min,weight
absorption,3.7193,0.097607,3
absorption,3.8389,0.100747,4
absorption,12.3554,0.176913,4
absorption,4.6640,0.122399,2
absorption,3.3985,0.089188,3
absorption,8.1301,0.213363,3
absorption,4.6012,0.120752,2
absorption,0.0586,0.001538,4
absorption,0.1513,0.008054,7
absorption,3.1856,0.083602,3
absorption,2.6647,0.069931,3
absorption,7.9901,0.209690,4
absorption,3.1621,0.082986,2
absorption,4.1210,0.108151,1
absorption,5.7870,0.151873,6
absorption,0.8912,0.023388,2
absorption,3.5171,0.092302,4
absorption,0.0790,0.002073,4
absorption,4.6862,0.122982,1
absorption,1.3546,0.019396,3
absorption,3.0865,0.081000,1
absorption,4.6526,0.126554,3
absorption,1.7720,0.048198,6
absorption,0.9963,0.015555,5
absorption,3.9037,0.106184,4
absorption,4.7770,0.129937,3
absorption,6.1446,0.167138,3
absorption,5.5089,0.149845,2
absorption,2.9282,0.079649,2
absorption,3.6924,0.100436,5
absorption,4.1348,0.112468,3
absorption,4.9951,0.135869,3
absorption,3.5286,0.095980,4
absorption,7.3168,0.199021,2
absorption,5.8922,0.160272,6
absorption,0.2127,0.005785,2
absorption,5.2400,0.142532,4
absorption,2.0786,0.056538,4
absorption,2.2998,0.062556,1
absorption,6.3256,0.098763,3
absorption,3.5102,0.095481,1
absorption,5.3714,0.160301,3
absorption,2.2295,0.041093,5
absorption,3.6213,0.108073,4
absorption,4.4793,0.133679,3
absorption,3.2909,0.098213,2
absorption,6.0512,0.180590,2
absorption,3.2657,0.097462,5
absorption,4.3626,0.130196,2
absorption,4.2390,0.126508,2
absorption,4.0404,0.120580,3
absorption,3.2631,0.097383,3
absorption,2.4272,0.072438,3
absorption,3.4981,0.104396,2
absorption,3.3230,0.099171,5
absorption,3.6197,0.108026,5
absorption,4.3018,0.128381,3
absorption,5.4383,0.162300,1
absorption,3.4169,0.101974,1
absorption,3.6904,0.088464,3
absorption,1.4632,0.035075,2
absorption,4.3210,0.103579,4
absorption,5.6814,0.136190,4
absorption,3.3480,0.080255,3
absorption,3.0383,0.072831,4
absorption,4.8369,0.115947,4
absorption,7.2656,0.174167,2
absorption,3.7853,0.090738,1
absorption,4.9780,0.119330,3
absorption,6.3483,0.152177,2
absorption,2.7960,0.067024,3
absorption,5.3088,0.127260,1
absorption,4.9023,0.117514,5
absorption,8.6996,0.208541,5
absorption,1.1910,0.028550,3
absorption,2.9326,0.041586,4
absorption,6.0794,0.145731,1
absorption,58.2856,0.826539,2
absorption,8.6533,0.207431,1
absorption,5.9184,0.147613,3
absorption,6.3096,0.157371,2
absorption,2.1283,0.053084,5
absorption,5.7572,0.083437,5
absorption,3.7249,0.092905,4
absorption,3.7094,0.092517,3
absorption,4.3303,0.108006,2
absorption,9.1150,0.227341,2
absorption,4.8855,0.121852,4
absorption,4.0220,0.100314,3
absorption,6.2763,0.156540,1
absorption,3.9667,0.098936,3
absorption,4.7054,0.117360,2
absorption,5.9660,0.148801,4
absorption,8.1669,0.203694,1
absorption,3.4361,0.085700,6
absorption,4.7427,0.118289,4
absorption,2.8945,0.072194,3
absorption,4.2670,0.061841,2
absorption,4.8351,0.120594,1
