platform,absorption_F1,absorption_F20,absorption_F5,absorption_F60,absorption_Fa10,absorption_Fa15,absorption_Fa30,absorption_Fa5,absorption_alpha_med,absorption_eps_med,basis,combined_eps_med,masking_F1,masking_F20,masking_F5,masking_F60,masking_Fa10,masking_Fa15,masking_Fa30,masking_Fa5,masking_alpha_med,masking_eps_med
legacy8-A8,0.42857142857142855,1.0,1.0,1.0,0.42857142857142855,0.8051948051948052,1.0,0.42857142857142855,0.11186594615933493,2.3495198175654086,fixed,2.3495198175654086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
k20-A8,0.02127659574468085,1.0,0.9148936170212766,1.0,0.3404255319148936,0.3829787234042553,1.0,0.02127659574468085,0.156001270275438,3.0190834070952413,fixed,3.0190834070952413,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
k20-A12,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.002321001278137,55.127655070297536,fixed,55.127655070297536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
k50-A12,0.0,0.9375,0.875,1.0,0.3125,0.9375,0.9375,0.0625,0.10468275241953579,1.3341969246480156,fixed,1.3341969246480156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
k20-A12-CFR,0.3193548387096774,1.0,0.9935483870967742,1.0,0.2849462365591398,0.47634408602150535,0.8225806451612904,0.17956989247311828,0.16009652761922424,1.3879165439651662,fixed,1.3879165439651662,0.875,1.0,1.0,1.0,0.875,0.875,1.0,0.0,0.07540007488061155,0.859505615488876
k50-A12-CFR,0.4152173913043478,1.0,0.9739130434782609,1.0,0.30217391304347824,0.4967391304347826,0.8141304347826087,0.16195652173913044,0.1500203997335831,1.260724204748809,fixed,1.260724204748809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
